user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation,marathonRecord,marathonTrainDis3,marathonTrainPace3,marathonTrainPaceSec3,marathonTrainDays3,marathonTrainDis12,marathonTrainPace12,marathonTrainPaceSec12,marathonTrainDays12,marathonDate,halfRecord,halfTrainDis3,halfTrainPace3,halfTrainPaceSec3,halfTrainDays3,halfTrainDis12,halfTrainPace12,halfTrainPaceSec12,halfTrainDays12,halfDate,10KRecord,10KTrainDis3,10KTrainPace3,10KTrainPaceSec3,10KTrainDays3,10KTrainDis12,10KTrainPace12,10KTrainPaceSec12,10KTrainDays12,10KDate,5KRecord,5KTrainDis3,5KTrainPace3,5KTrainPaceSec3,5KTrainDays3,5KTrainDis12,5KTrainPace12,5KTrainPaceSec12,5KTrainDays12,5KDate
Silverharp,13,,,,,1:44:30,2013,3:40:03,2013,495 mi,80,83 hrs,"13,476 ft",3:40:9.280000000000655,107.11868426394254,9:8.031034330898024,548.031034330898,42,78.59921199580783,8:59.26741872332457,539.2674187233246,132,2013-10-27,1:44:30,70.17855559836121,8:36.1030511080005,516.1030511080005,38,63.368787826065365,9:7.9843525172062755,547.9843525172063,119,2013-05-27,0:51:45.091064453125,0,0,0,0,0,0,0,0,null,0:22:41.34999999999991,0,0,0,0,0,0,0,0,null
caroline698,14,26:54,2013,1:04:47,2011,2:10:41,2013,5:48:39,2011,0 mi,0,0 hrs,0 ft,277777:46:40,0,0,0,0,0,0,0,0,null,2:16:37.71600000000035,0,0,0,0,0,0,0,0,null,1:36:45.08299999999963,0,0,0,0,0,0,0,0,null,0:27:53.68299999999999,0,0,0,0,0,0,0,0,null
Suzy_C,12,26:57,2016,1:04:54,2014,2:18:26,2016,5:07:45,2016,377 mi,242,185 hrs,"8,418 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,0:31:41.01700000000005,0,0,0,0,0,0,0,0,null
Bo_Sweden,13,20:52,2016,44:44,2016,1:34:47,2016,4:25:12,2016,767 mi,172,162 hrs,"46,992 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null
flavioaspassos,14,27:29,2012,1:00:34,2012,,,2:30:03,2012,345 mi,33,38 hrs,"21,452 ft",2:29:55.2578125,0,Infinity:NaN,Infinity,2,6.854694574587512,8:18.45100747939182,498.4510074793918,19,2017-02-04,0:47:9.1298828125,0,0,0,0,0,0,0,0,null,0:39:51,0,0,0,0,0,0,0,0,null,0:15:12.450000000000045,0,0,0,0,0,0,0,0,null
Pdelden,14,22:00,2016,44:10,2016,1:49:29,2015,3:42:34,2015,376 mi,128,96 hrs,"21,538 ft",3:42:34,0.33873927614218663,8:33.32399944968938,513.3239994496894,1,0.08468481903554666,8:33.32399944968938,513.3239994496894,1,2015-05-30,1:44:56.35499999999956,0,0,0,0,0,0,0,0,null,0:44:10,52.406499973073856,8:11.350036348484082,491.3500363484841,36,32.46925758385425,8:43.45702051977105,523.457020519771,82,2016-04-15,0:22:36.11400000000003,0,0,0,0,0,0,0,0,null
tedbornf,14,17:10,2017,34:30,2014,1:14:12,2015,2:30:45,2015,,,,,2:33:53.58799999999974,0,0,0,0,0,0,0,0,null,1:15:22.01708984375,0,0,0,0,0,0,0,0,null,0:34:51.423095703125,0,0,0,0,0,0,0,0,null,0:17:14.920000000000073,25.20976300843824,9:40.88804702758728,580.8880470275873,5,6.30244075210956,9:40.88804702758728,580.8880470275873,5,2014-09-01
MikaelLindblad,13,22:22,2014,44:51,2014,1:51:22,2014,3:59:39,2014,"1,927 mi",264,228 hrs,"98,514 ft",3:59:38.899999999999636,90.81559107045955,9:1.9518104750792418,541.9518104750792,35,53.02210688853816,9:13.998707150894347,553.9987071508943,100,2014-05-31,1:43:41.92500000000018,0,0,0,0,0,0,0,0,null,0:44:50.516999999999825,93.80391547673787,8:55.6947601239674,535.6947601239674,44,61.37998340934794,9:11.560638385206403,551.5606383852064,117,2014-07-14,0:22:21.924999999999955,89.62671654218498,9:2.494733071935343,542.4947330719353,44,64.7092809267567,9:10.788077169458916,550.7880771694589,122,2014-08-06
bryneson,14,23:16,2014,,,1:58:56,2013,4:08:26,2013,667 mi,103,109 hrs,"19,099 ft",1:5:30,0,0,0,0,0,0,0,0,null,1:5:30,0,0,0,0,0,0,0,0,null,0:29:42.48000000000002,0,0,0,0,0,0,0,0,null,0:9:56.47500000000002,0,0,0,0,0,0,0,0,null
AmyPelzel,12,19:57,2016,45:59,2016,1:46:48,2017,3:45:34,2017,"2,106 mi",300,334 hrs,"45,450 ft",3:45:33.8974609375,28.900022918783222,8:31.210204092300444,511.21020409230044,9,9.431852946567318,8:37.73202444697881,517.7320244469788,10,2017-02-26,2:0:3.06005859375,0,0,0,0,0,0,0,0,null,0:18:12.89404296875,0,0,0,0,0,0,0,0,null,0:18:12.89404296875,0,0,0,0,0,0,0,0,null
dbakerps15,13,20:46,2017,43:06,2017,1:35:28,2016,3:13:38,2017,"2,141 mi",304,300 hrs,"49,591 ft",3:13:37.96600000000035,238.20248673369204,8:17.264324528618772,497.2643245286188,87,159.1600578498018,8:58.0391804339871,538.0391804339871,316,2017-01-15,1:30:53.79100000000017,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null
CoreyK25,14,23:27,2016,50:01,2014,1:45:02,2014,3:57:08,2014,460 mi,137,75 hrs,"11,965 ft",5:3:58.31299999999828,0,0,0,0,0,0,0,0,null,2:43:40.45600000000013,0,0,0,0,0,0,0,0,null,0:52:24.373999999999796,0,0,0,0,0,0,0,0,null,0:24:3.060999999999922,0,0,0,0,0,0,0,0,null
giardb,12,19:03,2014,41:15,2014,1:28:31,2014,3:10:37,2014,"1,228 mi",226,152 hrs,"46,374 ft",3:9:25.477999999999156,166.9569533680473,7:56.067114286547735,476.06711428654773,79,97.46535225620438,7:56.22840929825884,476.22840929825884,213,2016-10-23,1:9:3.44580078125,0,0,0,0,0,0,0,0,null,0:10:44.4520263671875,0,0,0,0,0,0,0,0,null,0:10:44.4520263671875,0,0,0,0,0,0,0,0,null
jorge0623,14,9:52.9,2015,20:03,2015,57:39,2015,3:58:28,2017,930 mi,201,155 hrs,"18,788 ft",3:58:28.1748046875,81.41043958911602,8:58.98143152714715,538.9814315271472,40,68.28706022739622,8:53.056581261021734,533.0565812610217,183,2017-05-07,1:42:24.537000000000262,0,0,0,0,0,0,0,0,null,0:45:21.228000000000065,0,0,0,0,0,0,0,0,null,0:22:32.587999999999965,0,0,0,0,0,0,0,0,null
amberdermyre,1,12:24,2015,33:08,2015,1:24:45,2017,3:01:49,2017,"3,477 mi",563,522 hrs,"78,791 ft",3:1:48.957000000000335,348.50128785340206,7:48.546627944935096,468.5466279449351,128,263.9233940350769,7:41.819965098958676,461.8199650989587,466,2017-11-05,1:24:44.77599999999984,238.6494572066422,7:31.52653881736296,451.52653881736296,102,198.48281036443575,7:37.93929089996897,457.93929089996897,402,2017-03-26,0:0:0,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null
Eliot-Lee,6,21:04,2014,42:30,2014,1:29:06,2015,3:06:48,2015,"3,111 mi",400,553 hrs,"631,739 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null
ebyrge,6,25:44,2016,51:09,2016,1:58:57,2016,4:42:37,2015,673 mi,181,138 hrs,"8,461 ft",4:42:37,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2015-04-25,2:0:58.38799999999992,0,0,0,0,0,0,0,0,null,1:2:45.13000000000011,0,0,0,0,0,0,0,0,null,0:26:10.674999999999955,0,0,0,0,0,0,0,0,null
spindoktorent,7,17:11,2014,36:21,2010,1:21:27,2015,2:54:44,2014,"2,098 mi",407,256 hrs,"77,337 ft",3:7:35.107421875,0,0,0,0,0,0,0,0,null,1:21:27.006999999999607,8.513995385271809,7:49.452685740726224,469.4526857407262,4,2.128498846317952,7:49.452685740726224,469.4526857407262,4,2015-11-08,0:41:14.771000000000186,0,0,0,0,0,0,0,0,null,0:17:24.6529541015625,0,0,0,0,0,0,0,0,null
pmf5533,9,19:23,2013,41:12,2013,1:31:51,2012,3:28:54,2017,"1,820 mi",284,259 hrs,"75,632 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,0:49:40.5,0,0,0,0,0,0,0,0,null,0:20:22,0,0,0,0,0,0,0,0,null
rolandthecat,12,24:55,2013,57:28,2013,1:58:21,2013,4:09:20,2014,404 mi,93,84 hrs,"12,990 ft",4:9:20,10.84321108860361,10:25.544709764276718,625.5447097642767,4,9.914154249568147,9:55.66133274460299,595.661332744603,27,2014-05-04,2:8:13,0,0,0,0,0,0,0,0,null,0:51:6.182999999999993,0,0,0,0,0,0,0,0,null,0:26:23.160000000000082,0,0,0,0,0,0,0,0,null
Syafei,13,20:22,2013,44:17,2014,1:39:39,2015,3:41:30,2017,"3,589 mi",520,527 hrs,"53,730 ft",3:41:30.310546875,70.96812192252612,9:48.07374320914971,588.0737432091497,24,32.23566089227027,9:41.86068133961453,581.8606813396145,76,2017-04-09,1:39:38.65300000000025,56.76559542006866,8:47.649235040187364,527.6492350401874,27,53.84768031201198,9:1.3359064760086312,541.3359064760086,94,2015-02-13,0:44:16.75799999999981,101.94644802631309,8:26.66013709473765,506.66013709473765,48,27.16639740514746,8:25.798645108402297,505.7986451084023,50,2014-04-11,0:20:20.583000000000084,100.57173126871886,8:27.215354551618475,507.2153545516185,47,25.142932817179716,8:27.215354551618475,507.2153545516185,47,2014-04-03
vanrxrunner,11,19:42,2013,39:17,2012,1:26:14,2013,3:14:20,2015,"2,012 mi",323,300 hrs,"107,600 ft",3:12:1.6630859375,0,0,0,0,0,0,0,0,null,1:31:25.179000000000087,0,0,0,0,0,0,0,0,null,0:47:31.071044921875,0,0,0,0,0,0,0,0,null,0:19:53.394000000000005,133.6565445047867,10:11.26809492226073,611.2680949222607,82,101.45092398125941,9:19.124018858730665,559.1240188587307,242,2016-07-04
RedheadWithSole,13,27:43,2015,1:00:44,2015,2:17:04,2015,5:07:38,2015,609 mi,136,182 hrs,"79,844 ft",5:7:37.559000000001106,1.8848264920195028,11:0.9016826080936653,660.9016826080937,1,0.4712066230048757,11:0.9016826080936653,660.9016826080937,1,2015-05-24,2:26:19.509000000000015,0,0,0,0,0,0,0,0,null,1:12:29.140000000000327,0,0,0,0,0,0,0,0,null,0:35:59.76800000000003,0,0,0,0,0,0,0,0,null
BKflemm,14,22:14,2016,46:35,2016,2:11:21,2015,4:46:04,2015,"1,044 mi",57,125 hrs,"46,601 ft",8:21:1.9199999999982538,0,0,0,0,0,0,0,0,null,1:53:16.800000000000182,0,0,0,0,0,0,0,0,null,0:55:4.275000000000091,0,0,0,0,0,0,0,0,null,0:25:40.91399999999999,0,0,0,0,0,0,0,0,null
bwright65619,14,19:49,2013,7:03.9,2016,1:28:03,2017,3:00:39,2017,"2,011 mi",284,258 hrs,"40,051 ft",3:0:38.7421875,96.75789935463969,7:54.240980871448244,474.24098087144824,21,94.9525355757737,8:35.06460809804253,515.0646080980425,81,2017-02-25,1:31:14.06787109375,0,0,0,0,0,0,0,0,null,0:38:45.60205078125,0,0,0,0,0,0,0,0,null,0:19:49,2.071242455499356,7:0.35960799999998017,420.359608,1,2.701149228876434,7:31.536203045693014,451.536203045693,2,2013-07-26
FastEddie!,14,19:37,2015,40:13,2015,1:27:26,2015,3:19:28,2017,"2,164 mi",240,293 hrs,"56,077 ft",3:18:47,215.31670814167867,8:3.994318401003227,483.9943184010032,67,155.83601652679954,8:7.860252331582558,487.86025233158256,216,2017-06-10,1:27:26,159.41209647018863,8:5.048289175010041,485.04828917501004,54,55.78030797304072,8:11.81396918650239,491.8139691865024,75,2015-03-07,0:40:13,132.1969047352745,8:7.012539834105553,487.01253983410555,45,48.97651003931219,8:14.07932627110415,494.07932627110415,66,2015-02-22,0:19:37,85.82414323055828,7:58.824113896907534,478.82411389690753,25,77.23634378068023,8:8.20542447054595,488.20542447054595,100,2015-06-06
thoraxis,14,,,,,1:40:50,2013,6:28:56,2014,"1,236 mi",195,210 hrs,"125,102 ft",6:4:28.877000000000407,0,0,0,0,0,0,0,0,null,0:39:1.8760000000002037,0,0,0,0,0,0,0,0,null,0:27:30,0,0,0,0,0,0,0,0,null,0:22:32.1070556640625,0,0,0,0,0,0,0,0,null
sbernardi,14,18:06,2017,36:52,2017,1:22:44,2016,3:03:21,2015,"4,390 mi",605,354 hrs,"113,629 ft",3:4:28.47400000000016,68.32307654069369,6:37.26994705564266,397.26994705564266,59,49.79028618357005,6:37.01830447648621,397.0183044764862,195,2016-04-18,0:53:26.172000000000025,0,0,0,0,0,0,0,0,null,0:39:7.9650000000001455,0,0,0,0,0,0,0,0,null,0:18:6.599999999999909,66.66291150409485,6:38.66191560456423,398.66191560456423,57,47.85579595776321,6:37.70986883451525,397.70986883451525,186,2016-04-03
runsamkeen,14,20:34,2016,45:22,2016,1:36:43,2016,3:42:06,2016,"1,565 mi",184,221 hrs,"56,498 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null
RunElf,10,23:01,2017,47:07,2017,1:43:33,2017,3:43:10,2017,"2,221 mi",352,341 hrs,"35,692 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:49:46.6899999999996,0,0,0,0,0,0,0,0,null,0:59:50.18701171875,0,0,0,0,0,0,0,0,null,0:29:7,0,0,0,0,0,0,0,0,null
Billy1967,12,21:50,2017,44:29,2016,1:41:23,2017,3:57:42,2016,813 mi,115,116 hrs,"22,066 ft",3:57:42.40699999999924,74.09874234158103,8:6.789404608092411,486.7894046080924,31,18.524685585395257,8:6.789404608092411,486.7894046080924,31,2016-04-10,1:41:23.02783203125,94.25998043145148,8:12.744408508421373,492.7444085084214,44,88.21728890532017,8:17.829221318836744,497.82922131883674,143,2017-03-12,0:44:28.865999999999985,85.58994163238764,8:12.998926375786425,492.9989263757864,32,35.69225531377253,8:10.355316939392992,490.355316939393,57,2016-06-19,0:22:25.93100000000004,0,0,0,0,0,0,0,0,null
Bromleym1977,14,20:53,2017,44:30,2016,1:40:06,2018,4:18:56,2016,"1,842 mi",313,277 hrs,"36,154 ft",4:18:56,123.2943856902001,9:13.168323803795602,553.1683238037956,66,83.32834060339431,8:44.36028887175701,524.360288871757,185,2016-09-17,1:40:2,60.83558936126378,9:23.335469555327222,563.3354695553272,29,105.36333561881587,9:25.960537295640734,565.9605372956407,189,2018-01-14,0:44:30,91.18861769421005,9:3.376325389195131,543.3763253891951,49,90.36362007613889,8:52.93084513535325,532.9308451353533,194,2016-12-03,0:20:53,97.38697304495183,9:14.987797915784654,554.9877979157847,57,115.3761031007049,9:15.125169283551713,555.1251692835517,228,2017-07-15
shafernoel,14,17:45,2017,36:58,2017,1:26:26,2017,3:14:11,2017,"3,345 mi",549,486 hrs,"30,199 ft",3:14:11.3720703125,310.5980141402752,8:30.876501664809552,510.87650166480955,176,245.8935367662393,8:28.356936681811135,508.35693668181113,518,2017-09-23,1:26:26,284.4752349114599,8:27.355335318251832,507.35533531825183,164,245.8498212352332,8:28.374316893427363,508.37431689342736,524,2017-10-14,0:37:22,0,0,0,0,0,0,0,0,null,0:17:44.7030029296875,329.7498524757642,8:33.252967333056404,513.2529673330564,168,244.6324769231659,8:29.542437949580403,509.5424379495804,519,2017-08-12
